Symbol,EntryDate,ExitDate,EntryPrice,ExitPrice
VOLTAS,2024-04-02,2024-04-10,1186.071533203125,1337.8675537109375
EXIDEIND,2024-04-10,2024-04-22,382.529296875,464.2258911132813
MOTHERSON,2024-04-10,2024-04-22,118.47315979003906,127.13463592529295
INDUSTOWER,2024-04-10,2024-04-22,326.70001220703125,349.79998779296875
CDSL,2024-04-10,2024-04-22,933.5967407226562,998.1580200195312
CAMS,2024-04-10,2024-04-22,3005.291748046875,3190.921142578125
HAL,2024-04-10,2024-04-22,3530.03857421875,3747.95556640625
SUPREMEIND,2024-04-22,2024-04-30,4180.59228515625,5032.3583984375
RECLTD,2024-04-22,2024-04-30,420.0863952636719,490.3263854980469
CHAMBLFERT,2024-04-22,2024-04-30,366.2372131347656,417.4327087402344
NBCC,2024-04-22,2024-04-30,82.6408920288086,92.2449188232422
ASHOKLEY,2024-04-22,2024-04-30,171.13177490234375,190.900619506836
PRESTIGE,2024-04-22,2024-04-30,1241.7093505859375,1378.927734375
MARICO,2024-04-30,2024-05-09,515.2594604492188,578.2742919921875
BHARATFORG,2024-04-30,2024-05-09,1263.3289794921875,1404.002685546875
GODREJCP,2024-04-30,2024-05-09,1196.295166015625,1305.575439453125
DABUR,2024-04-30,2024-05-09,502.98345947265625,547.6105346679688
PRESTIGE,2024-04-30,2024-05-09,1378.927734375,1487.1240234375
ABB,2024-04-30,2024-05-09,6508.61474609375,6975.6259765625
ABB,2024-05-09,2024-05-17,6975.6259765625,8359.9951171875
OBEROIRLTY,2024-05-09,2024-05-17,1450.633544921875,1733.4002685546875
HAL,2024-05-09,2024-05-17,3808.4990234375,4486.7548828125
SIEMENS,2024-05-09,2024-05-17,6117.5703125,7170.54638671875
NCC,2024-05-09,2024-05-17,234.476318359375,273.9032897949219
NATIONALUM,2024-05-09,2024-05-17,162.69154357910156,185.65415954589844
BEL,2024-05-17,2024-05-28,247.529525756836,288.3190612792969
BALKRISIND,2024-05-17,2024-05-28,2649.797119140625,3082.38916015625
GLENMARK,2024-05-17,2024-05-28,1018.0917358398438,1158.54052734375
UNIONBANK,2024-05-17,2024-05-28,135.56674194335938,153.8339080810547
DIVISLAB,2024-05-17,2024-05-28,3886.893798828125,4365.3076171875
HAL,2024-05-17,2024-05-28,4486.7548828125,4969.96435546875
COLPAL,2024-05-28,2024-06-05,2681.64306640625,2936.87939453125
HEROMOTOCO,2024-05-28,2024-06-05,5020.208984375,5479.76953125
JSL,2024-05-28,2024-06-05,711.0404663085938,772.87451171875
HINDUNILVR,2024-05-28,2024-06-05,2363.421142578125,2567.41357421875
POLICYBZR,2024-05-28,2024-06-05,1201.8499755859375,1293.3499755859375
M&M,2024-05-28,2024-06-05,2534.244140625,2721.0263671875
OFSS,2024-06-05,2024-06-13,7729.0498046875,9658.0
HFCL,2024-06-05,2024-06-13,89.98863220214844,112.0912857055664
NBCC,2024-06-05,2024-06-13,85.84223175048828,102.43641662597656
BHEL,2024-06-05,2024-06-13,255.1356811523437,303.69488525390625
KEI,2024-06-05,2024-06-13,4085.2548828125,4821.36181640625
HAL,2024-06-05,2024-06-13,4321.60888671875,5049.12158203125
CHAMBLFERT,2024-06-13,2024-06-24,427.7111511230469,513.2337036132812
JSWENERGY,2024-06-13,2024-06-24,659.4500122070312,747.0999755859375
KALYANKJIL,2024-06-13,2024-06-24,397.5089721679688,445.102294921875
MOTHERSON,2024-06-13,2024-06-24,168.01284790039062,187.44644165039065
INDHOTEL,2024-06-13,2024-06-24,589.2999877929688,648.1500244140625
PRESTIGE,2024-06-13,2024-06-24,1870.8060302734373,2054.82958984375
CDSL,2024-06-24,2024-07-02,1008.3023681640624,1186.1126708984375
POLICYBZR,2024-06-24,2024-07-02,1285.050048828125,1485.6500244140625
PERSISTENT,2024-06-24,2024-07-02,3946.373291015625,4477.1015625
INDUSTOWER,2024-06-24,2024-07-02,339.8500061035156,383.7999877929688
KALYANKJIL,2024-06-24,2024-07-02,445.102294921875,494.8408203125
SOLARINDS,2024-06-24,2024-07-02,9993.79296875,11010.9384765625
CESC,2024-07-02,2024-07-10,153.93917846679688,180.62635803222656
RECLTD,2024-07-02,2024-07-10,526.3272705078125,614.8130493164062
NBCC,2024-07-02,2024-07-10,107.11632537841795,123.7765121459961
SOLARINDS,2024-07-02,2024-07-10,11010.9384765625,12362.150390625
LUPIN,2024-07-02,2024-07-10,1625.6728515625,1818.925537109375
PHOENIXLTD,2024-07-02,2024-07-10,1786.8370361328125,1996.1368408203125
MPHASIS,2024-07-10,2024-07-19,2550.0,2873.550048828125
OIL,2024-07-10,2024-07-19,498.9438781738281,555.6143798828125
TCS,2024-07-10,2024-07-19,3881.3505859375,4281.7255859375
INFY,2024-07-10,2024-07-19,1629.694091796875,1772.7650146484375
ONGC,2024-07-10,2024-07-19,283.1331787109375,303.55029296875
INDUSTOWER,2024-07-10,2024-07-19,382.8999938964844,409.5
PIIND,2024-07-19,2024-07-29,3820.19970703125,4379.5390625
ASHOKLEY,2024-07-19,2024-07-29,221.91639709472656,254.022201538086
TATAMOTORS,2024-07-19,2024-07-29,990.0,1124.0
INDHOTEL,2024-07-19,2024-07-29,577.9000244140625,649.75
HFCL,2024-07-19,2024-07-29,115.35723876953124,129.6595458984375
GRANULES,2024-07-19,2024-07-29,501.6642456054688,563.3499755859375
GRANULES,2024-07-29,2024-08-06,563.3499755859375,649.0
TORNTPOWER,2024-07-29,2024-08-06,1574.817138671875,1748.7474365234375
COLPAL,2024-07-29,2024-08-06,3184.872802734375,3364.108642578125
NTPC,2024-07-29,2024-08-06,385.41705322265625,406.0626525878906
ASIANPAINT,2024-07-29,2024-08-06,2949.64404296875,3096.4423828125
CESC,2024-07-29,2024-08-06,162.07443237304688,168.92825317382812
TRENT,2024-08-06,2024-08-14,5220.7001953125,6438.35009765625
OIL,2024-08-06,2024-08-14,555.8090209960938,641.0337524414062
CDSL,2024-08-06,2024-08-14,1146.425048828125,1280.300048828125
POLICYBZR,2024-08-06,2024-08-14,1434.8499755859375,1574.050048828125
PRESTIGE,2024-08-06,2024-08-14,1634.2828369140625,1785.7874755859375
LUPIN,2024-08-06,2024-08-14,1910.75,2073.949951171875
CDSL,2024-08-14,2024-08-23,1280.300048828125,1568.5
ANGELONE,2024-08-14,2024-08-23,2105.062744140625,2552.25341796875
PEL,2024-08-14,2024-08-23,882.4000244140625,1052.5
HFCL,2024-08-14,2024-08-23,131.22760009765625,149.79461669921875
GLENMARK,2024-08-14,2024-08-23,1489.067138671875,1684.2376708984375
POONAWALLA,2024-08-14,2024-08-23,354.3500061035156,400.3999938964844
BAJAJFINSV,2024-08-23,2024-09-02,1639.9000244140625,1840.550048828125
BSOFT,2024-08-23,2024-09-02,598.6365356445312,662.7068481445312
BAJFINANCE,2024-08-23,2024-09-02,6735.85009765625,7440.0498046875
CHOLAFIN,2024-08-23,2024-09-02,1347.5311279296875,1484.90185546875
TATAELXSI,2024-08-23,2024-09-02,7088.14990234375,7795.89990234375
HCLTECH,2024-08-23,2024-09-02,1639.583740234375,1782.872802734375
LAURUSLABS,2024-09-02,2024-09-10,462.1218566894531,506.2857360839844
DIVISLAB,2024-09-02,2024-09-10,5036.85009765625,5426.4501953125
COFORGE,2024-09-02,2024-09-10,6310.3173828125,6774.48974609375
SBICARD,2024-09-02,2024-09-10,744.3499755859375,793.9000244140625
BIOCON,2024-09-02,2024-09-10,363.3999938964844,386.6000061035156
BALKRISIND,2024-09-02,2024-09-10,2887.20361328125,3068.585693359375
TORNTPOWER,2024-09-10,2024-09-18,1669.91748046875,1911.797607421875
DIXON,2024-09-10,2024-09-18,12512.3759765625,14061.0
CGPOWER,2024-09-10,2024-09-18,664.5999755859375,743.25
CDSL,2024-09-10,2024-09-18,1354.449951171875,1504.1500244140625
MCX,2024-09-10,2024-09-18,5223.119140625,5799.4599609375
SHRIRAMFIN,2024-09-10,2024-09-18,626.5800170898438,687.0556030273438
GODREJPROP,2024-09-18,2024-09-26,2884.699951171875,3305.64990234375
M&M,2024-09-18,2024-09-26,2808.199951171875,3181.10009765625
VEDL,2024-09-18,2024-09-26,440.2472534179688,492.7371520996094
NATIONALUM,2024-09-18,2024-09-26,176.42147827148438,195.58551025390625
NMDC,2024-09-18,2024-09-26,70.7066650390625,78.09666442871094
TATASTEEL,2024-09-18,2024-09-26,150.60000610351562,165.61000061035156
NATIONALUM,2024-09-26,2024-10-07,195.58551025390625,207.0208435058593
COFORGE,2024-09-26,2024-10-07,6841.41845703125,7173.6240234375
SUPREMEIND,2024-09-26,2024-10-07,5258.59521484375,5420.27099609375
APLAPOLLO,2024-09-26,2024-10-07,1516.699951171875,1562.949951171875
PETRONET,2024-09-26,2024-10-07,329.5099792480469,339.5040283203125
NBCC,2024-09-26,2024-10-07,111.9982452392578,115.08152770996094
ANGELONE,2024-10-07,2024-10-15,2504.059326171875,3210.841796875
OBEROIRLTY,2024-10-07,2024-10-15,1744.4112548828125,2024.6187744140625
CDSL,2024-10-07,2024-10-15,1368.0999755859375,1586.5
KEI,2024-10-07,2024-10-15,4104.037109375,4686.23876953125
DIXON,2024-10-07,2024-10-15,13509.75,15404.4501953125
DIVISLAB,2024-10-07,2024-10-15,5404.35009765625,6106.7001953125
MFSL,2024-10-15,2024-10-23,1183.8499755859375,1271.9000244140625
MPHASIS,2024-10-15,2024-10-23,2929.800048828125,3119.85009765625
TECHM,2024-10-15,2024-10-23,1660.435546875,1720.4959716796875
HDFCBANK,2024-10-15,2024-10-23,1684.0999755859375,1735.800048828125
MCX,2024-10-15,2024-10-23,6511.0,6686.0498046875
WIPRO,2024-10-15,2024-10-23,261.2830810546875,268.2692565917969
INDIANB,2024-10-23,2024-10-31,500.8999938964844,592.5499877929688
MAXHEALTH,2024-10-23,2024-10-31,914.2000122070312,1017.5999755859376
BANKINDIA,2024-10-23,2024-10-31,98.91000366210938,108.69000244140624
LAURUSLABS,2024-10-23,2024-10-31,449.0825500488281,490.8483581542969
FEDERALBNK,2024-10-23,2024-10-31,188.72000122070312,203.9100036621093
UNIONBANK,2024-10-23,2024-10-31,109.3499984741211,117.16999816894533
PAGEIND,2024-10-31,2024-11-08,42777.70703125,47573.5234375
DIXON,2024-10-31,2024-11-08,14061.599609375,15621.099609375
M&M,2024-10-31,2024-11-08,2728.550048828125,2974.89990234375
INDHOTEL,2024-10-31,2024-11-08,676.7000122070312,732.9000244140625
OIL,2024-10-31,2024-11-08,460.5271301269531,496.4516296386719
VOLTAS,2024-10-31,2024-11-08,1649.5,1766.0
MUTHOOTFIN,2024-11-08,2024-11-19,1804.550048828125,1896.449951171875
PFC,2024-11-08,2024-11-19,446.1090393066406,467.9479370117188
EICHERMOT,2024-11-08,2024-11-19,4785.25,4965.4501953125
MANAPPURAM,2024-11-08,2024-11-19,148.676513671875,154.00665283203125
INDHOTEL,2024-11-08,2024-11-19,732.9000244140625,754.0
COFORGE,2024-11-08,2024-11-19,7936.52197265625,8098.86865234375
IDEA,2024-11-19,2024-11-28,7.099999904632568,8.359999656677246
PHOENIXLTD,2024-11-19,2024-11-28,1481.3499755859375,1691.949951171875
IRB,2024-11-19,2024-11-28,47.33289337158203,53.53148651123047
LAURUSLABS,2024-11-19,2024-11-28,489.0,551.7000122070312
KEI,2024-11-19,2024-11-28,3838.63671875,4303.14990234375
BHEL,2024-11-19,2024-11-28,225.8800048828125,252.4900054931641
IGL,2024-11-28,2024-12-06,159.72500610351562,192.0
CDSL,2024-11-28,2024-12-06,1598.25,1883.800048828125
ANGELONE,2024-11-28,2024-12-06,2871.44091796875,3278.8017578125
POLICYBZR,2024-11-28,2024-12-06,1878.8499755859373,2142.300048828125
CESC,2024-11-28,2024-12-06,169.26803588867188,192.10118103027344
MCX,2024-11-28,2024-12-06,6103.64990234375,6920.0
MANAPPURAM,2024-12-06,2024-12-16,167.03294372558594,184.1293029785156
MUTHOOTFIN,2024-12-06,2024-12-16,1951.550048828125,2119.199951171875
DIXON,2024-12-06,2024-12-16,17421.05078125,18831.80078125
MAXHEALTH,2024-12-06,2024-12-16,1096.1500244140625,1184.800048828125
PAGEIND,2024-12-06,2024-12-16,45944.8125,49063.96875
CUMMINSIND,2024-12-06,2024-12-16,3442.7353515625,3647.80908203125
DRREDDY,2024-12-16,2024-12-24,1269.949951171875,1350.9000244140625
LUPIN,2024-12-16,2024-12-24,2063.39990234375,2169.449951171875
INDIGO,2024-12-16,2024-12-24,4406.75,4612.25
JUBLFOOD,2024-12-16,2024-12-24,686.5499877929688,704.1500244140625
GRANULES,2024-12-16,2024-12-24,584.0999755859375,596.8499755859375
CIPLA,2024-12-16,2024-12-24,1448.449951171875,1475.75
MUTHOOTFIN,2024-12-24,2025-01-02,2035.0,2256.89990234375
EICHERMOT,2024-12-24,2025-01-02,4792.89990234375,5308.10009765625
LUPIN,2024-12-24,2025-01-02,2169.449951171875,2396.10009765625
MARUTI,2024-12-24,2025-01-02,10736.599609375,11841.2998046875
IRB,2024-12-24,2025-01-02,54.489723205566406,59.97962188720703
M&M,2024-12-24,2025-01-02,2928.699951171875,3211.10009765625
SRF,2025-01-02,2025-01-10,2222.0283203125,2597.91796875
UPL,2025-01-02,2025-01-10,509.4500122070313,548.8499755859375
GODREJCP,2025-01-02,2025-01-10,1088.8621826171875,1169.373046875
ONGC,2025-01-02,2025-01-10,241.2667694091797,257.8858947753906
TATACONSUM,2025-01-02,2025-01-10,929.6500244140624,972.7999877929688
PHOENIXLTD,2025-01-02,2025-01-10,1602.6500244140625,1660.0999755859375
IDEA,2025-01-10,2025-01-20,7.75,9.9399995803833
INDUSTOWER,2025-01-10,2025-01-20,320.3999938964844,375.6000061035156
NBCC,2025-01-10,2025-01-20,83.94403839111328,98.121826171875
ADANIGREEN,2025-01-10,2025-01-20,943.0499877929688,1066.75
BIOCON,2025-01-10,2025-01-20,360.9500122070313,401.5499877929688
KOTAKBANK,2025-01-10,2025-01-20,1756.199951171875,1920.5
BANKINDIA,2025-01-20,2025-01-28,101.66999816894533,109.51000213623048
ULTRACEMCO,2025-01-20,2025-01-28,10624.4501953125,11296.349609375
TORNTPHARM,2025-01-20,2025-01-28,3139.751953125,3289.136474609375
INDIGO,2025-01-20,2025-01-28,4114.2998046875,4282.5
BRITANNIA,2025-01-20,2025-01-28,4885.39990234375,5060.75
SHREECEM,2025-01-20,2025-01-28,25100.98828125,25986.400390625
KALYANKJIL,2025-01-28,2025-02-04,438.0499877929688,563.7999877929688
LAURUSLABS,2025-01-28,2025-02-04,510.75,611.9500122070312
UPL,2025-01-28,2025-02-04,538.6500244140625,636.9000244140625
PHOENIXLTD,2025-01-28,2025-02-04,1514.300048828125,1784.199951171875
MAXHEALTH,2025-01-28,2025-02-04,1021.6500244140624,1174.300048828125
SRF,2025-01-28,2025-02-04,2597.018798828125,2970.25
ASHOKLEY,2025-02-04,2025-02-12,211.6699981689453,219.3500061035156
JINDALSTEL,2025-02-04,2025-02-12,801.5999755859375,829.3499755859375
CHAMBLFERT,2025-02-04,2025-02-12,512.75,529.2999877929688
BHARTIARTL,2025-02-04,2025-02-12,1661.449951171875,1711.550048828125
HINDALCO,2025-02-04,2025-02-12,583.9500122070312,598.9000244140625
ADANIENT,2025-02-04,2025-02-12,2301.5,2353.449951171875
JUBLFOOD,2025-02-12,2025-02-20,641.0,713.4000244140625
APLAPOLLO,2025-02-12,2025-02-20,1339.949951171875,1476.5999755859375
NHPC,2025-02-12,2025-02-20,72.69999694824219,79.80000305175781
CESC,2025-02-12,2025-02-20,127.93000030517578,137.85000610351562
GODREJPROP,2025-02-12,2025-02-20,1929.75,2076.949951171875
MANAPPURAM,2025-02-12,2025-02-20,190.4881896972656,204.42999267578125
SHRIRAMFIN,2025-02-20,2025-03-03,580.8499755859375,621.2999877929688
VOLTAS,2025-02-20,2025-03-03,1279.1500244140625,1366.1500244140625
BAJFINANCE,2025-02-20,2025-03-03,8399.4501953125,8627.849609375
CHOLAFIN,2025-02-20,2025-03-03,1395.25,1419.75
JSWENERGY,2025-02-20,2025-03-03,468.5499877929688,473.8500061035156
SRF,2025-02-20,2025-03-03,2795.89990234375,2826.699951171875
TATACOMM,2025-03-03,2025-03-11,1323.949951171875,1492.3499755859375
PIIND,2025-03-03,2025-03-11,2987.10009765625,3353.89990234375
HINDPETRO,2025-03-03,2025-03-11,297.79998779296875,329.70001220703125
MFSL,2025-03-03,2025-03-11,986.5,1086.0
HINDALCO,2025-03-03,2025-03-11,636.5499877929688,695.5
JSL,2025-03-03,2025-03-11,594.8499755859375,649.3499755859375
MAXHEALTH,2025-03-11,2025-03-20,983.2999877929688,1135.8499755859375
MCX,2025-03-11,2025-03-20,4686.39990234375,5384.10009765625
ANGELONE,2025-03-11,2025-03-20,1988.6761474609373,2262.800048828125
BHARATFORG,2025-03-11,2025-03-20,1064.300048828125,1194.300048828125
POONAWALLA,2025-03-11,2025-03-20,283.8500061035156,318.20001220703125
ADANIGREEN,2025-03-11,2025-03-20,824.2000122070312,923.4000244140624
POONAWALLA,2025-03-20,2025-03-28,318.20001220703125,350.45001220703125
HAL,2025-03-20,2025-03-28,3818.949951171875,4177.4501953125
GAIL,2025-03-20,2025-03-28,168.4600067138672,183.0399932861328
MPHASIS,2025-03-20,2025-03-28,2305.85009765625,2500.199951171875
BAJAJFINSV,2025-03-20,2025-03-28,1851.8499755859373,2007.3499755859373
CHAMBLFERT,2025-03-20,2025-03-28,579.5499877929688,625.5
GMRAIRPORT,2025-03-28,2025-04-08,75.7300033569336,85.37999725341797
INDUSTOWER,2025-03-28,2025-04-08,334.29998779296875,370.6499938964844
TATACONSUM,2025-03-28,2025-04-08,1001.9000244140624,1069.75
IDEA,2025-03-28,2025-04-08,6.800000190734863,7.170000076293945
KALYANKJIL,2025-03-28,2025-04-08,467.25,492.2999877929688
BRITANNIA,2025-03-28,2025-04-08,4936.89990234375,5179.35009765625
INDUSINDBK,2025-04-08,2025-04-21,679.6500244140625,828.2000122070312
DIXON,2025-04-08,2025-04-21,12991.7998046875,15816.0
NBCC,2025-04-08,2025-04-21,83.06999969482422,99.9800033569336
CGPOWER,2025-04-08,2025-04-21,549.4000244140625,650.5999755859375
PRESTIGE,2025-04-08,2025-04-21,1087.050048828125,1268.5999755859375
AARTIIND,2025-04-08,2025-04-21,364.0,421.6499938964844
PERSISTENT,2025-04-21,2025-04-29,4900.5,5404.0
TECHM,2025-04-21,2025-04-29,1373.5,1495.300048828125
PRESTIGE,2025-04-21,2025-04-29,1268.5999755859375,1380.0
OFSS,2025-04-21,2025-04-29,8132.5,8837.5
RELIANCE,2025-04-21,2025-04-29,1295.5,1399.699951171875
TATAELXSI,2025-04-21,2025-04-29,5342.0,5764.0
ADANIPORTS,2025-04-29,2025-05-08,1216.4000244140625,1333.0999755859375
IGL,2025-04-29,2025-05-08,185.0399932861328,199.22999572753903
KEI,2025-04-29,2025-05-08,3037.89990234375,3262.10009765625
BALKRISIND,2025-04-29,2025-05-08,2597.699951171875,2746.10009765625
BIOCON,2025-04-29,2025-05-08,318.8500061035156,334.6000061035156
MARUTI,2025-04-29,2025-05-08,11841.0,12392.0
ANGELONE,2025-05-08,2025-05-16,2330.199951171875,2800.60009765625
BEL,2025-05-08,2025-05-16,307.1499938964844,363.8999938964844
NBCC,2025-05-08,2025-05-16,93.93000030517578,111.08000183105467
YESBANK,2025-05-08,2025-05-16,18.229999542236328,21.549999237060547
HFCL,2025-05-08,2025-05-16,75.41000366210938,88.43000030517578
SJVN,2025-05-08,2025-05-16,89.3499984741211,104.1999969482422
SOLARINDS,2025-05-16,2025-05-26,14025.0,15885.0
ASTRAL,2025-05-16,2025-05-26,1359.699951171875,1508.699951171875
SUPREMEIND,2025-05-16,2025-05-26,3681.89990234375,4036.199951171875
MFSL,2025-05-16,2025-05-26,1355.199951171875,1476.5
DLF,2025-05-16,2025-05-26,715.9000244140625,777.7999877929688
HINDCOPPER,2025-05-16,2025-05-26,226.0,243.8500061035156
IDEA,2025-05-26,,6.929999828338623,
DRREDDY,2025-05-26,,1240.9000244140625,
CONCOR,2025-05-26,,742.4000244140625,
BSOFT,2025-05-26,,418.5499877929688,
BHARTIARTL,2025-05-26,,1847.4000244140625,
BAJAJ-AUTO,2025-05-26,,8958.5,
