"Date","Price","Open","High","Low","Vol.","Change %"
"07-10-2016","4,681.90","4,697.55","4,701.10","4,662.70","443.29B","-0.15%"
"06-10-2016","4,688.70","4,720.35","4,731.20","4,672.25","502.15B","-0.37%"
"05-10-2016","4,705.95","4,731.15","4,731.65","4,694.70","496.50B","-0.12%"
"04-10-2016","4,711.45","4,707.45","4,716.75","4,689.60","529.84B","0.46%"
"03-10-2016","4,690.10","4,639.15","4,692.90","4,627.25","438.75B","1.77%"
"30-09-2016","4,608.35","4,571.10","4,619.20","4,558.85","576.18B","0.68%"
"29-09-2016","4,577.10","4,707.95","4,711.85","4,557.00","1,034.58B","-2.24%"
"28-09-2016","4,682.15","4,660.40","4,691.85","4,655.50","527.62B","0.57%"
"27-09-2016","4,655.65","4,677.80","4,688.35","4,646.85","410.14B","-0.16%"
"26-09-2016","4,663.10","4,702.00","4,702.10","4,658.45","407.55B","-1.04%"
"23-09-2016","4,712.05","4,732.95","4,735.70","4,706.95","497.79B","-0.26%"
"22-09-2016","4,724.40","4,722.35","4,733.20","4,703.60","463.06B","1.12%"
"21-09-2016","4,672.00","4,681.45","4,699.10","4,663.25","383.24B","-0.01%"
"20-09-2016","4,672.65","4,693.15","4,693.85","4,664.85","393.93B","-0.33%"
"19-09-2016","4,688.05","4,678.80","4,695.75","4,669.90","396.00B","0.34%"
"16-09-2016","4,671.95","4,677.60","4,713.15","4,655.75","749.78B","0.37%"
"15-09-2016","4,654.85","4,660.00","4,662.25","4,635.90","503.51B","0.09%"
"14-09-2016","4,650.60","4,633.00","4,655.75","4,623.00","545.08B","0.41%"
"12-09-2016","4,631.55","4,654.25","4,660.95","4,624.00","546.36B","-2.01%"
"09-09-2016","4,726.75","4,764.70","4,764.70","4,721.85","606.35B","-0.92%"
"08-09-2016","4,770.75","4,751.90","4,774.00","4,742.45","637.04B","0.43%"
"07-09-2016","4,750.40","4,771.65","4,772.65","4,746.85","717.95B","-0.15%"
"06-09-2016","4,757.55","4,708.55","4,761.00","4,708.55","472.79B","1.52%"
"02-09-2016","4,686.30","4,678.15","4,693.00","4,665.55","427.88B","0.41%"
"01-09-2016","4,667.15","4,680.95","4,690.55","4,658.20","591.01B","-0.19%"
"31-08-2016","4,676.15","4,664.45","4,695.80","4,664.45","780.23B","0.40%"
"30-08-2016","4,657.40","4,612.25","4,660.00","4,611.60","451.02B","1.43%"
"29-08-2016","4,591.85","4,580.65","4,597.75","4,557.45","404.66B","0.37%"
"26-08-2016","4,574.90","4,592.60","4,599.70","4,561.90","487.35B","-0.12%"
"25-08-2016","4,580.25","4,619.35","4,626.95","4,576.15","753.05B","-0.62%"
"24-08-2016","4,608.85","4,601.40","4,613.85","4,593.80","391.55B","0.35%"
"23-08-2016","4,592.90","4,595.15","4,598.20","4,566.55","457.09B","-0.05%"
"22-08-2016","4,595.35","4,619.25","4,628.15","4,588.40","407.50B","-0.50%"
"19-08-2016","4,618.50","4,626.80","4,628.60","4,606.20","525.29B","0.07%"
"18-08-2016","4,615.40","4,600.80","4,621.45","4,600.80","450.73B","0.60%"
"17-08-2016","4,587.95","4,587.85","4,606.10","4,574.30","464.35B","0.01%"
"16-08-2016","4,587.35","4,595.55","4,604.60","4,563.90","517.26B","-0.15%"
"12-08-2016","4,594.10","4,561.40","4,600.20","4,561.40","573.86B","0.88%"
"11-08-2016","4,554.25","4,544.85","4,559.20","4,521.05","493.21B","0.20%"
"10-08-2016","4,545.25","4,608.25","4,609.05","4,539.75","512.14B","-1.25%"
"09-08-2016","4,602.90","4,630.50","4,630.70","4,583.10","577.67B","-0.40%"
"08-08-2016","4,621.60","4,616.95","4,627.30","4,607.65","465.19B","0.46%"
"05-08-2016","4,600.40","4,553.80","4,603.30","4,552.75","502.65B","1.61%"
"04-08-2016","4,527.65","4,548.95","4,550.05","4,505.25","493.32B","0.20%"
"03-08-2016","4,518.50","4,574.90","4,574.90","4,510.70","485.31B","-1.08%"
"02-08-2016","4,567.90","4,587.30","4,607.10","4,563.55","547.75B","-0.28%"
"01-08-2016","4,580.90","4,589.90","4,619.55","4,552.45","569.95B","0.06%"
"29-07-2016","4,578.00","4,587.75","4,595.40","4,574.25","517.10B","-0.15%"
"28-07-2016","4,584.80","4,569.85","4,589.00","4,565.40","734.07B","0.56%"
"27-07-2016","4,559.15","4,549.65","4,579.55","4,532.90","582.05B","0.37%"
"26-07-2016","4,542.50","4,565.95","4,575.20","4,535.50","598.36B","-0.49%"
"25-07-2016","4,564.70","4,510.25","4,566.30","4,509.90","527.62B","1.09%"
"22-07-2016","4,515.40","4,496.85","4,517.30","4,481.35","530.46B","0.56%"
"21-07-2016","4,490.15","4,527.55","4,528.15","4,487.10","477.78B","-0.56%"
"20-07-2016","4,515.45","4,486.45","4,516.95","4,486.45","447.41B","0.57%"
"19-07-2016","4,490.00","4,483.05","4,495.30","4,461.10","486.49B","0.24%"
"18-07-2016","4,479.25","4,512.60","4,522.70","4,473.00","444.70B","-0.46%"
"15-07-2016","4,499.95","4,515.85","4,530.75","4,490.15","542.22B","-0.25%"
"14-07-2016","4,511.25","4,488.25","4,513.10","4,481.95","504.62B","0.53%"
"13-07-2016","4,487.65","4,506.05","4,508.75","4,477.30","654.35B","-0.17%"
"12-07-2016","4,495.20","4,485.30","4,497.45","4,472.90","587.68B","0.62%"
"11-07-2016","4,467.60","4,440.15","4,470.95","4,438.70","503.81B","1.68%"
"08-07-2016","4,393.90","4,407.00","4,407.05","4,373.80","413.18B","-0.13%"
"07-07-2016","4,399.75","4,404.95","4,412.95","4,392.70","470.84B","-0.02%"
"05-07-2016","4,400.50","4,418.55","4,418.55","4,390.45","513.82B","-0.33%"
"04-07-2016","4,414.90","4,412.75","4,427.95","4,411.60","480.26B","0.61%"
"01-07-2016","4,388.00","4,373.20","4,399.60","4,373.20","493.98B","0.67%"
"30-06-2016","4,358.75","4,341.45","4,366.05","4,334.15","799.46B","1.06%"
"29-06-2016","4,313.05","4,295.20","4,317.30","4,291.55","440.91B","0.96%"
"28-06-2016","4,272.20","4,255.80","4,279.90","4,255.05","433.50B","0.48%"
"27-06-2016","4,251.75","4,217.80","4,263.65","4,217.80","417.21B","0.29%"
"24-06-2016","4,239.45","4,205.95","4,243.45","4,149.10","750.37B","-2.01%"
"23-06-2016","4,326.40","4,298.15","4,333.15","4,287.30","411.90B","0.65%"
"22-06-2016","4,298.40","4,305.80","4,317.35","4,275.20","392.48B","-0.20%"
"21-06-2016","4,307.05","4,321.50","4,321.50","4,299.10","411.04B","-0.12%"
"20-06-2016","4,312.05","4,251.00","4,314.45","4,246.30","472.71B","0.77%"
"17-06-2016","4,279.10","4,286.45","4,294.65","4,261.30","482.61B","0.29%"
"16-06-2016","4,266.65","4,285.50","4,285.50","4,232.35","556.64B","-0.68%"
"15-06-2016","4,295.75","4,266.10","4,299.45","4,258.90","467.19B","1.08%"
"14-06-2016","4,250.00","4,258.25","4,258.25","4,229.45","444.24B","0.10%"
"13-06-2016","4,245.90","4,242.30","4,251.20","4,220.85","401.30B","-0.72%"
"10-06-2016","4,276.70","4,285.90","4,325.10","4,273.55","516.52B","-0.41%"
"09-06-2016","4,294.25","4,327.70","4,327.70","4,284.60","532.75B","-0.71%"
"08-06-2016","4,324.85","4,326.20","4,328.65","4,312.60","505.30B","0.20%"
"07-06-2016","4,316.40","4,301.25","4,329.90","4,292.70","504.93B","0.76%"
"06-06-2016","4,283.95","4,298.75","4,302.30","4,276.50","389.47B","-0.24%"
"03-06-2016","4,294.20","4,310.80","4,319.35","4,289.85","642.59B","-0.04%"
"02-06-2016","4,296.00","4,265.05","4,301.30","4,261.40","450.98B","0.50%"
"01-06-2016","4,274.45","4,278.40","4,297.45","4,270.05","531.49B","0.14%"
"31-05-2016","4,268.40","4,293.45","4,293.45","4,254.95","1,052.34B","-0.24%"
"30-05-2016","4,278.75","4,273.25","4,289.30","4,261.70","533.96B","0.32%"
"27-05-2016","4,265.05","4,225.75","4,269.25","4,225.75","622.80B","1.12%"
"26-05-2016","4,217.70","4,171.20","4,223.20","4,159.15","667.72B","1.56%"
"25-05-2016","4,152.95","4,099.45","4,156.20","4,099.35","452.30B","2.10%"
"24-05-2016","4,067.60","4,067.75","4,073.30","4,050.30","410.34B","0.10%"
"23-05-2016","4,063.65","4,105.10","4,105.55","4,060.60","402.52B","-0.26%"
"20-05-2016","4,074.40","4,099.20","4,108.20","4,067.60","388.05B","-0.46%"
"19-05-2016","4,093.20","4,143.60","4,143.60","4,085.50","439.51B","-1.15%"
"18-05-2016","4,140.95","4,128.10","4,146.50","4,111.20","450.49B","-0.17%"
"17-05-2016","4,147.90","4,153.05","4,172.40","4,142.90","455.62B","0.33%"
"16-05-2016","4,134.10","4,124.35","4,140.50","4,094.15","449.63B","0.44%"
"13-05-2016","4,115.80","4,146.90","4,150.85","4,103.65","470.48B","-0.96%"
"12-05-2016","4,155.85","4,138.40","4,160.55","4,130.15","382.31B","0.71%"
"11-05-2016","4,126.60","4,100.05","4,148.20","4,088.40","510.34B","-0.40%"
"10-05-2016","4,143.30","4,138.85","4,148.90","4,121.95","402.74B","0.21%"
"09-05-2016","4,134.65","4,084.15","4,138.75","4,084.15","405.44B","1.55%"
"06-05-2016","4,071.50","4,061.35","4,074.15","4,042.60","447.10B","0.07%"
"05-05-2016","4,068.80","4,069.40","4,090.60","4,054.10","459.84B","0.28%"
"04-05-2016","4,057.50","4,075.80","4,085.40","4,052.25","535.02B","-0.74%"
"03-05-2016","4,087.55","4,130.60","4,160.75","4,082.90","514.91B","-0.78%"
"02-05-2016","4,119.85","4,114.15","4,126.70","4,098.85","535.25B","-0.17%"
"29-04-2016","4,126.85","4,122.75","4,145.35","4,091.90","655.64B","0.09%"
"28-04-2016","4,123.05","4,185.30","4,196.40","4,117.50","722.21B","-1.57%"
"27-04-2016","4,189.00","4,171.80","4,195.70","4,171.65","507.87B","0.23%"
"26-04-2016","4,179.40","4,116.70","4,184.30","4,112.55","498.09B","1.24%"
"25-04-2016","4,128.30","4,149.50","4,155.95","4,115.05","400.55B","-0.53%"
"22-04-2016","4,150.50","4,145.40","4,162.85","4,136.85","454.69B","-0.09%"
"21-04-2016","4,154.35","4,178.95","4,190.55","4,140.50","541.99B","-0.09%"
"20-04-2016","4,158.15","4,173.05","4,174.95","4,139.20","605.21B","0.07%"
"18-04-2016","4,155.15","4,142.35","4,157.75","4,113.90","470.87B","0.89%"
"13-04-2016","4,118.40","4,085.35","4,126.30","4,085.35","518.23B","1.68%"
"12-04-2016","4,050.35","4,029.30","4,054.95","4,027.10","438.27B","0.55%"
"11-04-2016","4,028.00","3,983.25","4,031.15","3,956.35","455.89B","1.40%"
"08-04-2016","3,972.50","3,962.05","3,977.00","3,954.35","398.05B","0.21%"
"07-04-2016","3,964.10","4,005.10","4,005.10","3,958.55","529.82B","-0.80%"
"06-04-2016","3,996.15","4,001.15","4,002.30","3,980.45","434.64B","0.25%"
"05-04-2016","3,986.00","4,053.15","4,053.15","3,980.05","511.45B","-1.92%"
"04-04-2016","4,064.20","4,055.50","4,066.70","4,038.25","401.22B","0.52%"
"01-04-2016","4,043.20","4,042.10","4,056.05","4,019.85","478.28B","-0.20%"
"31-03-2016","4,051.45","4,040.95","4,061.50","4,029.95","985.30B","0.23%"
"30-03-2016","4,042.15","3,998.25","4,045.10","3,996.55","624.66B","1.81%"
"29-03-2016","3,970.15","3,974.45","3,995.80","3,957.55","537.53B","-0.21%"
"28-03-2016","3,978.45","4,045.20","4,045.50","3,966.00","563.28B","-1.38%"
"23-03-2016","4,033.95","4,034.00","4,038.05","4,012.75","498.05B","0.04%"
"22-03-2016","4,032.45","4,023.15","4,038.00","3,996.70","577.52B","0.20%"
"21-03-2016","4,024.50","3,979.60","4,028.45","3,979.60","513.16B","1.35%"
"18-03-2016","3,970.95","3,937.05","3,973.65","3,926.10","614.20B","1.14%"
"17-03-2016","3,926.10","3,947.10","3,960.55","3,910.75","587.71B","0.26%"
"16-03-2016","3,915.75","3,903.05","3,919.70","3,868.40","565.67B","0.29%"
"15-03-2016","3,904.35","3,942.90","3,942.90","3,899.90","570.11B","-0.98%"
"14-03-2016","3,942.90","3,946.10","3,965.65","3,930.25","516.47B","0.38%"
"11-03-2016","3,928.00","3,916.95","3,946.90","3,904.15","575.15B","0.27%"
"10-03-2016","3,917.40","3,948.80","3,949.40","3,900.85","589.85B","-0.58%"
"09-03-2016","3,940.25","3,896.00","3,943.35","3,887.15","705.45B","0.53%"
"08-03-2016","3,919.65","3,919.05","3,942.80","3,897.55","782.70B","0.04%"
"04-03-2016","3,918.05","3,921.55","3,926.15","3,893.50","732.48B","0.31%"
"03-03-2016","3,905.90","3,885.40","3,909.80","3,870.90","716.83B","1.31%"
"02-03-2016","3,855.50","3,829.05","3,863.95","3,826.35","832.92B","2.00%"
"01-03-2016","3,779.95","3,684.20","3,786.25","3,684.20","664.95B","3.27%"
"29-02-2016","3,660.10","3,686.30","3,710.35","3,579.60","1,006.94B","-0.41%"
"26-02-2016","3,675.25","3,684.15","3,690.90","3,652.00","529.01B","0.74%"
"25-02-2016","3,648.15","3,682.80","3,683.15","3,643.75","871.21B","-0.75%"
"24-02-2016","3,675.75","3,705.60","3,710.50","3,671.45","545.51B","-1.23%"
"23-02-2016","3,721.70","3,788.00","3,788.00","3,716.45","505.52B","-1.63%"
"22-02-2016","3,783.35","3,771.40","3,790.60","3,766.80","414.41B","0.42%"
"19-02-2016","3,767.70","3,749.55","3,774.55","3,737.50","508.36B","0.21%"
"18-02-2016","3,759.65","3,757.15","3,776.65","3,726.10","593.18B","1.04%"
"17-02-2016","3,720.85","3,698.60","3,727.70","3,639.30","676.61B","0.75%"
"16-02-2016","3,693.20","3,780.45","3,780.90","3,688.40","619.53B","-1.83%"
"15-02-2016","3,762.15","3,702.95","3,771.55","3,702.95","749.03B","2.82%"
"12-02-2016","3,658.95","3,684.75","3,684.75","3,591.45","1,018.78B","-0.06%"
"11-02-2016","3,661.20","3,783.35","3,784.15","3,653.10","898.74B","-3.39%"
"10-02-2016","3,789.80","3,818.70","3,821.75","3,769.00","745.63B","-1.19%"
"09-02-2016","3,835.35","3,847.10","3,854.75","3,827.05","534.39B","-1.38%"
"08-02-2016","3,889.05","3,934.65","3,950.25","3,879.10","518.48B","-1.07%"
"05-02-2016","3,931.15","3,886.80","3,937.95","3,880.30","621.45B","1.39%"
"04-02-2016","3,877.25","3,890.70","3,908.55","3,855.25","663.87B","0.41%"
"03-02-2016","3,861.40","3,878.25","3,891.15","3,856.10","848.66B","-1.31%"
"02-02-2016","3,912.55","3,975.80","3,981.25","3,899.10","653.96B","-1.43%"
"01-02-2016","3,969.25","3,986.00","3,990.35","3,961.65","513.93B","0.00%"
"29-01-2016","3,969.20","3,895.80","3,974.35","3,895.60","714.33B","1.82%"
"28-01-2016","3,898.25","3,901.40","3,919.85","3,894.60","779.40B","-0.22%"
"27-01-2016","3,906.90","3,921.35","3,926.15","3,894.35","518.29B","0.09%"
"25-01-2016","3,903.35","3,920.90","3,930.65","3,897.95","453.80B","0.23%"
"22-01-2016","3,894.55","3,858.10","3,900.15","3,844.15","583.97B","2.05%"
"21-01-2016","3,816.50","3,870.05","3,885.50","3,801.05","665.36B","-0.47%"
"20-01-2016","3,834.35","3,861.95","3,861.95","3,795.45","641.70B","-1.73%"
"19-01-2016","3,902.05","3,870.55","3,914.75","3,858.50","582.19B","1.22%"
"18-01-2016","3,855.00","3,907.60","3,926.00","3,848.30","698.99B","-1.57%"
"15-01-2016","3,916.55","3,999.45","4,001.70","3,912.10","625.06B","-1.73%"
"14-01-2016","3,985.35","3,955.15","4,020.90","3,938.30","628.38B","-0.53%"
"13-01-2016","4,006.60","4,017.50","4,031.30","3,931.55","764.50B","0.38%"
"12-01-2016","3,991.55","4,032.80","4,032.80","3,982.35","550.55B","-0.72%"
"11-01-2016","4,020.70","4,008.35","4,044.10","3,985.85","542.56B","-0.61%"
"08-01-2016","4,045.40","4,044.35","4,060.35","4,031.20","505.33B","0.62%"
"07-01-2016","4,020.65","4,084.45","4,084.45","4,014.50","606.67B","-2.44%"
"06-01-2016","4,121.15","4,144.40","4,154.85","4,110.65","545.26B","-0.50%"
"05-01-2016","4,141.80","4,157.05","4,159.30","4,126.65","588.81B","0.09%"
"04-01-2016","4,138.20","4,202.40","4,214.25","4,133.30","587.12B","-1.91%"
"01-01-2016","4,218.95","4,199.90","4,222.70","4,188.30","374.04B","0.41%"
"31-12-2015","4,201.80","4,180.30","4,203.70","4,177.55","666.54B","0.58%"
"30-12-2015","4,177.45","4,198.90","4,199.70","4,174.60","410.81B","-0.36%"
"29-12-2015","4,192.45","4,191.75","4,198.15","4,179.30","397.52B","0.11%"
"28-12-2015","4,187.65","4,162.35","4,192.60","4,162.35","379.91B","0.68%"
"24-12-2015","4,159.35","4,170.70","4,170.70","4,146.40","377.10B","0.03%"
"23-12-2015","4,157.95","4,142.85","4,160.00","4,142.40","368.28B","0.90%"
"22-12-2015","4,120.80","4,142.15","4,152.05","4,116.50","450.14B","-0.52%"
"21-12-2015","4,142.15","4,101.05","4,144.05","4,098.25","411.74B","0.87%"
"18-12-2015","4,106.50","4,133.20","4,139.65","4,102.25","549.44B","-0.82%"
"17-12-2015","4,140.45","4,106.10","4,144.30","4,087.10","552.05B","1.30%"
"16-12-2015","4,087.45","4,078.55","4,103.60","4,073.25","479.01B","0.58%"
"15-12-2015","4,063.70","4,042.70","4,065.60","4,027.60","388.07B","0.67%"
"14-12-2015","4,036.75","3,992.50","4,044.45","3,989.25","453.35B","0.51%"
"11-12-2015","4,016.35","4,064.05","4,064.20","3,999.25","532.55B","-0.94%"
"10-12-2015","4,054.40","4,034.15","4,058.05","4,013.75","495.42B","0.92%"
"09-12-2015","4,017.45","4,067.65","4,069.20","4,014.55","534.03B","-1.32%"
"08-12-2015","4,071.20","4,094.70","4,112.20","4,063.90","509.59B","-0.90%"
"07-12-2015","4,108.30","4,133.15","4,137.55","4,100.35","461.81B","-0.14%"
"04-12-2015","4,113.95","4,132.15","4,135.35","4,111.55","635.27B","-1.02%"
"03-12-2015","4,156.15","4,175.45","4,179.70","4,150.70","556.70B","-0.79%"
"02-12-2015","4,189.20","4,210.60","4,211.20","4,177.60","458.33B","-0.23%"
"01-12-2015","4,198.85","4,195.55","4,204.45","4,186.00","554.61B","0.41%"
"30-11-2015","4,181.85","4,184.30","4,196.85","4,176.70","821.51B","-0.08%"
"27-11-2015","4,185.30","4,173.10","4,192.50","4,158.35","561.93B","0.65%"
"26-11-2015","4,158.35","4,140.15","4,164.55","4,140.15","770.44B","0.57%"
"24-11-2015","4,134.70","4,136.40","4,153.40","4,127.10","453.24B","-0.14%"
"23-11-2015","4,140.50","4,150.35","4,156.60","4,129.85","367.42B","-0.03%"
"20-11-2015","4,141.75","4,131.10","4,164.75","4,122.50","514.91B","0.31%"
"19-11-2015","4,128.90","4,101.25","4,134.25","4,090.55","414.69B","1.38%"
"18-11-2015","4,072.80","4,116.05","4,127.15","4,069.45","498.66B","-1.16%"
"17-11-2015","4,120.70","4,123.95","4,130.10","4,097.80","451.26B","0.47%"
"16-11-2015","4,101.60","4,072.85","4,116.55","4,059.95","466.89B","0.38%"
"13-11-2015","4,086.25","4,093.20","4,095.50","4,069.50","455.50B","-0.24%"
"11-11-2015","4,096.00","4,096.00","4,096.00","4,096.00","","0.00%"
"10-11-2015","4,096.00","4,147.75","4,153.05","4,090.55","540.64B","-1.65%"
"09-11-2015","4,164.65","4,088.30","4,177.00","4,079.85","559.45B","-0.22%"
"06-11-2015","4,173.70","4,179.05","4,200.00","4,158.60","559.13B","-0.11%"
"05-11-2015","4,178.35","4,222.60","4,222.60","4,173.25","482.67B","-1.15%"
"04-11-2015","4,227.15","4,258.40","4,263.10","4,221.50","458.29B","-0.21%"
"03-11-2015","4,235.90","4,247.65","4,253.60","4,220.85","480.57B","0.19%"
"02-11-2015","4,227.85","4,231.05","4,232.40","4,198.20","512.84B","-0.14%"
"30-10-2015","4,233.90","4,261.75","4,274.95","4,223.50","631.26B","-0.49%"
"29-10-2015","4,254.75","4,287.30","4,287.65","4,249.15","708.70B","-0.69%"
"28-10-2015","4,284.40","4,294.15","4,304.70","4,264.10","551.47B","-0.66%"
"27-10-2015","4,312.65","4,308.10","4,315.25","4,303.00","478.71B","-0.19%"
"26-10-2015","4,320.90","4,358.80","4,358.80","4,316.45","439.06B","-0.43%"
"23-10-2015","4,339.50","4,357.85","4,362.90","4,333.60","467.54B","0.30%"
"21-10-2015","4,326.60","4,335.15","4,349.70","4,308.10","533.70B","-0.20%"
"20-10-2015","4,335.10","4,342.65","4,351.05","4,317.60","607.90B","-0.05%"
"19-10-2015","4,337.45","4,328.00","4,340.05","4,317.75","496.31B","0.52%"
"16-10-2015","4,315.20","4,299.55","4,318.20","4,275.35","492.85B","0.60%"
"15-10-2015","4,289.45","4,274.10","4,295.55","4,274.10","532.42B","0.73%"
"14-10-2015","4,258.40","4,255.75","4,273.60","4,253.00","487.78B","-0.20%"
"13-10-2015","4,267.10","4,266.05","4,277.55","4,244.50","495.63B","-0.12%"
"12-10-2015","4,272.25","4,311.25","4,316.70","4,263.30","595.56B","-0.43%"
"09-10-2015","4,290.85","4,296.20","4,315.50","4,267.85","570.40B","0.56%"
"08-10-2015","4,266.90","4,304.35","4,304.35","4,254.85","518.05B","-0.66%"
"07-10-2015","4,295.30","4,283.75","4,301.90","4,276.05","731.08B","0.23%"
"06-10-2015","4,285.45","4,297.55","4,297.75","4,258.50","564.03B","0.43%"
"05-10-2015","4,267.05","4,208.65","4,271.20","4,208.65","526.65B","2.10%"
"01-10-2015","4,179.25","4,198.90","4,205.60","4,169.85","487.48B","0.12%"
"30-09-2015","4,174.05","4,154.80","4,178.40","4,133.95","577.57B","1.45%"
"29-09-2015","4,114.55","4,055.30","4,151.65","4,036.55","736.96B","0.51%"
"28-09-2015","4,093.65","4,140.15","4,140.55","4,090.35","465.89B","-0.80%"
"24-09-2015","4,126.75","4,114.75","4,140.25","4,097.25","662.84B","0.27%"
"23-09-2015","4,115.70","4,061.15","4,133.05","4,052.95","585.12B","0.36%"
"22-09-2015","4,100.85","4,200.45","4,204.15","4,089.50","602.98B","-1.88%"
"21-09-2015","4,179.30","4,140.90","4,185.05","4,139.90","616.60B","0.11%"
"18-09-2015","4,174.60","4,170.95","4,212.85","4,165.35","696.76B","0.97%"
"16-09-2015","4,134.55","4,143.50","4,145.80","4,117.80","415.41B","0.52%"
"15-09-2015","4,113.25","4,138.75","4,145.90","4,099.80","420.68B","-0.61%"
"14-09-2015","4,138.50","4,106.25","4,141.50","4,084.15","460.35B","1.16%"
"11-09-2015","4,091.15","4,114.75","4,128.80","4,077.00","513.20B","0.06%"
"10-09-2015","4,088.85","4,052.30","4,103.75","4,023.85","498.20B","-0.27%"
"09-09-2015","4,100.10","4,089.75","4,115.05","4,072.85","614.30B","1.78%"
"08-09-2015","4,028.40","3,986.05","4,047.25","3,951.25","548.65B","1.42%"
"07-09-2015","3,971.95","4,047.35","4,056.05","3,966.90","444.66B","-1.49%"
"04-09-2015","4,032.00","4,111.05","4,111.05","4,013.80","663.21B","-2.11%"
"03-09-2015","4,118.85","4,095.75","4,132.15","4,088.65","529.25B","1.32%"
"02-09-2015","4,065.30","4,133.85","4,133.85","4,057.65","535.74B","-0.80%"
"01-09-2015","4,097.90","4,157.70","4,174.75","4,076.35","550.82B","-2.24%"
"31-08-2015","4,191.80","4,212.40","4,232.00","4,180.10","609.58B","-0.41%"
"28-08-2015","4,209.25","4,237.30","4,257.30","4,187.05","601.38B","0.58%"
"27-08-2015","4,185.00","4,164.90","4,191.35","4,136.35","889.80B","2.20%"
"26-08-2015","4,095.05","4,127.05","4,164.95","4,081.40","690.46B","-0.95%"
"25-08-2015","4,134.20","4,133.40","4,153.15","4,001.70","1,043.09B","1.20%"
"24-08-2015","4,085.20","4,240.55","4,240.55","4,066.45","937.33B","-6.56%"
"21-08-2015","4,372.05","4,369.70","4,382.35","4,327.95","595.49B","-0.81%"
"20-08-2015","4,407.70","4,464.65","4,479.35","4,402.00","707.06B","-1.49%"
"19-08-2015","4,474.55","4,464.40","4,491.05","4,443.15","528.37B","0.25%"
"18-08-2015","4,463.55","4,480.50","4,491.90","4,444.90","491.83B","0.02%"
"17-08-2015","4,462.85","4,482.40","4,483.40","4,431.20","541.53B","-0.26%"
"14-08-2015","4,474.40","4,412.60","4,480.10","4,401.50","609.69B","1.98%"
"13-08-2015","4,387.45","4,409.55","4,435.15","4,378.90","600.32B","-0.05%"
"12-08-2015","4,389.65","4,450.05","4,450.05","4,384.75","598.60B","-1.57%"
"11-08-2015","4,459.60","4,507.80","4,507.80","4,445.65","488.25B","-0.78%"
"10-08-2015","4,494.50","4,519.85","4,544.00","4,481.80","469.21B","-0.39%"
"07-08-2015","4,511.90","4,522.60","4,530.95","4,505.95","482.98B","-0.28%"
"06-08-2015","4,524.35","4,524.50","4,532.20","4,505.25","560.20B","0.22%"
"05-08-2015","4,514.35","4,503.60","4,527.90","4,503.60","679.32B","0.67%"
"04-08-2015","4,484.20","4,495.85","4,497.85","4,445.70","594.03B","0.03%"
"03-08-2015","4,482.85","4,465.15","4,495.05","4,465.15","685.18B","0.28%"
"31-07-2015","4,470.45","4,432.00","4,478.80","4,431.50","618.97B","1.25%"
"30-07-2015","4,415.10","4,410.00","4,433.55","4,407.50","746.40B","0.62%"
"29-07-2015","4,388.05","4,380.60","4,390.65","4,370.05","466.22B","0.52%"
"28-07-2015","4,365.25","4,385.60","4,396.50","4,360.30","509.47B","-0.30%"
"27-07-2015","4,378.45","4,443.75","4,443.75","4,374.20","430.28B","-1.76%"
"24-07-2015","4,456.80","4,492.95","4,492.95","4,452.50","413.83B","-0.78%"
"23-07-2015","4,492.00","4,517.25","4,523.15","4,484.85","422.88B","-0.36%"
"22-07-2015","4,508.15","4,448.60","4,511.80","4,442.65","418.62B","1.16%"
"21-07-2015","4,456.50","4,505.50","4,516.45","4,449.55","508.67B","-1.05%"
"20-07-2015","4,503.85","4,514.35","4,514.35","4,486.05","373.31B","-0.05%"
"17-07-2015","4,506.10","4,511.90","4,519.60","4,495.45","362.01B","0.11%"
"16-07-2015","4,501.25","4,467.95","4,504.90","4,467.75","371.28B","1.03%"
"15-07-2015","4,455.35","4,431.80","4,459.75","4,431.80","390.90B","0.68%"
"14-07-2015","4,425.45","4,433.00","4,439.25","4,413.50","422.94B","0.00%"
"13-07-2015","4,425.40","4,391.60","4,429.55","4,374.05","365.60B","1.21%"
"10-07-2015","4,372.70","4,380.90","4,386.80","4,352.35","439.79B","0.28%"
"09-07-2015","4,360.40","4,381.20","4,397.50","4,357.00","455.06B","-0.38%"
"08-07-2015","4,376.85","4,411.70","4,427.55","4,363.65","596.57B","-1.62%"
"07-07-2015","4,449.05","4,452.00","4,470.20","4,432.55","486.96B","0.04%"
"06-07-2015","4,447.20","4,371.15","4,451.30","4,371.15","423.27B","0.53%"
"03-07-2015","4,423.70","4,409.05","4,437.70","4,403.65","","0.33%"
"02-07-2015","4,409.10","4,416.50","4,426.60","4,403.10","","0.12%"
"01-07-2015","4,403.75","4,363.85","4,415.05","4,362.35","","1.07%"
"30-06-2015","4,357.05","4,325.80","4,361.00","4,320.95","","0.71%"
"29-06-2015","4,326.30","4,291.10","4,330.35","4,265.70","","-0.89%"
"26-06-2015","4,365.10","4,369.25","4,376.75","4,341.45","","-0.16%"
"25-06-2015","4,372.25","4,340.45","4,381.75","4,338.00","","0.47%"
"24-06-2015","4,351.80","4,376.80","4,383.00","4,341.15","","-0.36%"
"23-06-2015","4,367.55","4,367.65","4,380.35","4,346.65","","0.28%"
"22-06-2015","4,355.15","4,306.65","4,360.80","4,306.65","","1.55%"
