"Date","Price","Open","High","Low","Vol.","Change %"
"07-09-2022","9,454.20","9,398.15","9,466.35","9,382.95","1.68B","-0.04%"
"06-09-2022","9,458.15","9,470.30","9,501.10","9,416.70","1.20B","0.13%"
"05-09-2022","9,446.25","9,402.40","9,457.00","9,399.75","1.14B","0.56%"
"02-09-2022","9,393.50","9,437.85","9,458.65","9,382.25","1.02B","-0.09%"
"01-09-2022","9,401.95","9,362.05","9,468.00","9,360.50","1.25B","-0.88%"
"30-08-2022","9,485.60","9,317.45","9,494.70","9,313.10","1.31B","2.46%"
"29-08-2022","9,258.10","9,157.90","9,286.80","9,154.40","1.00B","-1.21%"
"26-08-2022","9,371.55","9,397.15","9,432.70","9,352.10","1.11B","0.30%"
"25-08-2022","9,343.75","9,416.75","9,443.40","9,326.85","1.50B","-0.34%"
"24-08-2022","9,375.95","9,327.25","9,384.10","9,307.45","1.19B","0.29%"
"23-08-2022","9,349.05","9,222.00","9,373.40","9,217.80","1.24B","0.58%"
"22-08-2022","9,295.60","9,411.75","9,414.05","9,281.80","1.11B","-1.61%"
"19-08-2022","9,447.35","9,564.95","9,576.25","9,426.75","1.46B","-1.11%"
"18-08-2022","9,553.50","9,519.70","9,559.50","9,499.60","1.35B","0.16%"
"17-08-2022","9,538.00","9,499.95","9,550.05","9,487.60","1.48B","0.68%"
"16-08-2022","9,473.95","9,438.95","9,479.00","9,426.40","","0.92%"
"12-08-2022","9,387.50","9,362.20","9,400.55","9,334.35","1.33B","0.31%"
"11-08-2022","9,358.95","9,376.45","9,380.65","9,342.65","1.13B","0.75%"
"10-08-2022","9,289.70","9,315.60","9,315.60","9,244.20","1.24B","-0.02%"
"08-08-2022","9,291.60","9,233.65","9,301.55","9,208.95","1.07B","0.68%"
"05-08-2022","9,228.70","9,249.10","9,273.70","9,211.45","1.64B","0.04%"
"04-08-2022","9,224.70","9,255.15","9,273.90","9,097.55","1.84B","0.11%"
"03-08-2022","9,214.30","9,211.10","9,228.40","9,132.25","1.95B","0.04%"
"02-08-2022","9,210.65","9,186.65","9,229.50","9,143.40","2.74B","0.14%"
"01-08-2022","9,197.65","9,133.40","9,205.30","9,086.05","1.60B","1.21%"
"29-07-2022","9,087.65","9,041.30","9,095.30","9,017.40","1.48B","1.36%"
"28-07-2022","8,966.10","8,894.10","8,974.30","8,873.00","1.37B","1.55%"
"27-07-2022","8,829.60","8,740.60","8,835.85","8,721.75","1.22B","0.96%"
"26-07-2022","8,745.85","8,835.80","8,836.90","8,734.10","1.14B","-0.98%"
"25-07-2022","8,832.60","8,848.30","8,866.05","8,799.00","1.06B","-0.41%"
"22-07-2022","8,869.20","8,861.05","8,884.45","8,823.40","831.40M","0.45%"
"21-07-2022","8,829.10","8,766.60","8,840.55","8,747.20","975.23M","0.74%"
"20-07-2022","8,763.85","8,797.90","8,803.80","8,748.35","961.00M","0.85%"
"19-07-2022","8,689.65","8,609.55","8,700.05","8,609.55","891.92M","0.44%"
"18-07-2022","8,651.95","8,588.65","8,658.05","8,584.20","856.53M","1.41%"
"15-07-2022","8,531.35","8,513.35","8,540.50","8,472.15","781.20M","0.66%"
"14-07-2022","8,475.45","8,516.15","8,533.75","8,421.30","780.20M","-0.14%"
